ame, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BRAZIE RANCH CALIFORNIA, Siskiyou, CA01, -122.594, 41.685, 3000, 65.7, M
CAHUILLA CALIFORNIA, Imperial, CA07, -115.174, 32.974, 278, 89.0, M
CALLAHAN CALIFORNIA, Siskiyou, CA01, -122.796, 41.308, 3136, 64.2, M
CANBY CALIFORNIA, Modoc, CA02, -120.868, 41.434, 4312, 59.5, M
CARRIZO CALIFORNIA, San Luis Obispo, CA05, -119.773, 35.096, 2490, 73.0, M
CATHEYS VALLEY CALIFORNIA, Mariposa, CA05, -120.111, 37.468, 1200, 73.6, M
CHEESEBORO CALIFORNIA, Ventura, CA06, -118.717, 34.185, 1650, 77.2, M
CHICO CALIFORNIA, Butte, CA02, -121.779, 39.712, 230, 71.4, M
CHILAO CALIFORNIA, Los Angeles, CA06, -118.030, 34.332, 5450, 69.3, M
CHUCHUPATE CALIFORNIA, Ventura, CA05, -119.012, 34.808, 4900, 59.6, M
CLAREMONT CALIFORNIA, Los Angeles, CA06, -117.707, 34.137, 1645, 74.8, M
CLEAR CREEK CALIFORNIA, Los Angeles, CA06, -118.152, 34.271, 3000, 73.9, M
CLARK CALIFORNIA, Riverside, CA06, -117.309, 33.877, 1720, 75.2, M
CALAVERAS ROAD CALIFORNIA, Alameda, CA04, -121.844, 37.553, 1230, 65.8, M
CASE MOUNTAIN CALIFORNIA, Tulare, CA05, -118.809, 36.411, 6450, 63.3, M
COHASSET CALIFORNIA, Butte, CA02, -121.769, 39.872, 1733, 72.1, M
COLLINS BALDY CALIFORNIA, Siskiyou, CA01, -122.950, 41.775, 5493, 57.1, M
CONVERSE CALIFORNIA, San Bernardino, CA06, -116.913, 34.194, 5618, 64.5, M
COOSKIE MOUNTAIN CALIFORNIA, Humboldt, CA01, -124.266, 40.257, 2950, 60.8, M
CORRALITOS CALIFORNIA, Santa Cruz, CA04, -121.798, 36.991, 450, 66.1, M
COUNTY LINE CALIFORNIA, Lake, CA02, -122.412, 39.019, 2085, 71.8, M
CAMP 9 CALIFORNIA, Los Angeles, CA06, -118.422, 34.362, 4000, 73.3, M
CRANE FLAT LOOKOUT CALIFORNIA, Mariposa, CA05, -119.825, 37.762, 6644, 60.7, M
CRESTVIEW CALIFORNIA, Mono, CA07, -118.983, 37.745, 7600, 54.2, M
CORNING CALIFORNIA, Tehama, CA02, -122.170, 39.939, 294, 72.5, M
CARPENTER RIDGE CALIFORNIA, Butte, CA02, -121.582, 40.069, 4812, 62.2, M
CRANSTON CALIFORNIA, Riverside, CA06, -116.841, 33.740, 1950, 78.3, M
CRAZY PEAK CALIFORNIA, Del Norte, CA01, -123.604, 41.992, 3970, 57.2, M
CASHMAN CALIFORNIA, Plumas, CA02, -120.915, 40.002, 4520, 64.6, M
DESCANSO CALIFORNIA, San Diego, CA06, -116.622, 32.857, 3480, 70.9, M
DEVILS GARDEN CALIFORNIA, Modoc, CA02, -120.671, 41.530, 5022, 59.1, M
DIABLO GRANDE CALIFORNIA, Stanislaus, CA05, -121.294, 37.329, 1850, 70.7, M
DEMOCRAT CALIFORNIA, Kern, CA05, -118.630, 35.532, 2356, 73.2, M
DINKEY CALIFORNIA, Fresno, CA05, -119.039, 37.066, 5668, 56.5, M
DOG VALLEY CALIFORNIA, Sierra, CA03, -120.048, 39.562, 5976, 58.1, M
DOYLE CALIFORNIA, Lassen, CA03, -120.106, 40.022, 4240, 64.1, M
DEL VALLE CALIFORNIA, Los Angeles, CA06, -118.683, 34.431, 1278, 76.6, M
DEVORE CALIFORNIA, San Bernardino, CA06, -117.404, 34.221, 2057, 76.4, M
EAGLE PEAK CALIFORNIA, Tehama, CA02, -122.657, 39.928, 3713, 66.2, M
EEL RIVER CAMP CALIFORNIA, Humboldt, CA01, -123.824, 40.138, 446, 65.3, M
EEL RIVER CALIFORNIA, Mendocino, CA01, -123.083, 39.833, 1500, 68.1, M
EL CARISO CALIFORNIA, Riverside, CA06, -117.411, 33.647, 3038, 77.7, M
MOUNT ELIZABETH CALIFORNIA, Tuolumne, CA05, -120.247, 38.063, 4933, 66.4, M
EL MIRAGE CALIFORNIA, San Bernardino, CA07, -117.550, 34.634, 2880, 84.7, M
ESPERANZA CALIFORNIA, Calaveras, CA05, -120.515, 38.243, 2559, 67.8, M
FANCHER CREEK CALIFORNIA, Fresno, CA05, -119.466, 36.884, 920, 77.3, M
FAWNSKIN CALIFORNIA, San Bernardino, CA06, -116.899, 34.266, 6900, 58.4, M
FENCE MEADOW CALIFORNIA, Fresno, CA05, -119.175, 36.961, 5048, 68.2, M
FORT HUNTER LIGGET CALIFORNIA, Monterey, CA04, -121.242, 36.012, 1100, 69.7, M
FIGUEROA CALIFORNIA, Santa Barbara, CA06, -120.007, 34.733, 3200, 73.3, M
FISH CREEK MTN CALIFORNIA, Imperial, CA07, -116.067, 32.990, 760, 89.0, M
FIVE MILE CALIFORNIA, Inyo, CA07, -117.918, 35.872, 4150, 77.0, M
FORESTHILL CALIFORNIA, Placer, CA02, -120.732, 39.091, 4355, 65.4, M
FOUNTAIN SPRINGS CALIFORNIA, Tulare, CA05, -118.915, 35.892, 210, 74.5, M
FREMONT CANYON CALIFORNIA, Orange, CA06, -117.711, 33.808, 1781, 75.2, M
FRIEND MOUNTAIN CALIFORNIA, Trinity, CA01, -123.342, 40.505, 4000, 60.9, M
GASQUET CALIFORNIA, Del Norte, CA01, -123.979, 41.846, 500, 64.5, M
GRASSHOPPER CALIFORNIA, Lassen, CA03, -120.784, 40.782, 6158, 55.6, M
GOOSE VALLEY CALIFORNIA, San Diego, CA06, -116.846, 33.074, 1530, 75.2, M
GORDON CALIFORNIA, Lassen, CA03, -120.896, 40.759, 6200, 56.3, M
GREEN SPRING CALIFORNIA, Tuolumne, CA05, -120.500, 37.833, 1020, 71.4, M
HASTINGS CALIFORNIA, Monterey, CA04, -121.552, 36.389, 1885, 65.7, M
HAWKEYE CALIFORNIA, Sonoma, CA01, -122.917, 38.782, 2000, 66.0, M
HAYFORK CALIFORNIA, Trinity, CA01, -123.165, 40.550, 2323, 62.3, M
HELL HOLE CALIFORNIA, Placer, CA02, -120.422, 39.072, 5240, 62.6, M
HERNANDEZ CALIFORNIA, San Benito, CA04, -120.856, 36.383, 3733, 68.6, M
HIGH GLADE LOOKOUT CALIFORNIA, Lake, CA02, -122.808, 39.208, 4840, 62.2, M
HIGH SIERRA CALIFORNIA, Fresno, CA05, -119.038, 37.315, 7403, 58.2, M
HOLLISTER CALIFORNIA, San Benito, CA04, -121.362, 36.842, 404, 68.0, M
HUNTER MOUNTAIN CALIFORNIA, Inyo, CA07, -117.474, 36.563, 6880, 63.0, M
HORSE LAKE CALIFORNIA, Lassen, CA03, -120.503, 40.631, 5100, 57.7, M
HOOPA CALIFORNIA, Humboldt, CA01, -123.671, 41.048, 375, 66.8, M
HORSE THIEF SPRINGS CALIFORNIA, San Bernardino, CA07, -115.909, 35.771, 5000, 71.3, M
HURLEY CALIFORNIA, Fresno, CA05, -119.568, 37.015, 1201, 70.5, M
INDIAN WELL CALIFORNIA, Siskiyou, CA01, -121.538, 41.742, 4770, 59.7, M
JARBO GAP CALIFORNIA, Butte, CA02, -121.489, 39.736, 2490, 69.6, M
JOHNSONDALE CALIFORNIA, Tulare, CA05, -118.545, 35.972, 4700, 62.2, M
JUANITA LAKE CALIFORNIA, Siskiyou, CA01, -122.006, 41.786, 5400, 59.3, M
JULIAN CALIFORNIA, San Diego, CA07, -116.591, 33.076, 4240, 67.8, M
JUNIPER CREEK CALIFORNIA, Modoc, CA02, -120.472, 41.332, 4372, 60.0, M
KEENWILD CALIFORNIA, Riverside, CA06, -116.767, 33.667, 4920, 69.5, M
KETTLEMAN HILLS CALIFORNIA, Kings, CA05, -120.057, 36.033, 810, 76.4, M
KNOXVILLE CREEK CALIFORNIA, Lake, CA02, -122.417, 38.862, 2200, 68.9, M
KONOCTI CALIFORNIA, Lake, CA02, -122.706, 38.912, 2163, 69.0, M
LOS BANOS CALIFORNIA, Merced, CA05, -121.053, 37.055, 350, 74.3, M
MT. LAGUNA CALIFORNIA, San Diego, CA07, -116.420, 32.880, 5760, 60.9, M
LA HONDA CALIFORNIA, San Mateo, CA04, -122.255, 37.305, 872, 63.6, M
LA PANZA CALIFORNIA, San Luis Obispo, CA04, -120.187, 35.381, 1630, 68.9, M
LAURAL MOUNTAIN CALIFORNIA, Kern, CA07, -117.699, 35.478, 4390, 73.6, M
LASSEN LODGE CALIFORNIA, Tehama, CA02, -121.714, 40.344, 4159, 65.7, M
LAUFMAN CALIFORNIA, Lassen, CA03, -120.353, 40.142, 5800, 62.0, M
LAYTONVILLE CALIFORNIA, Mendocino, CA01, -123.485, 39.702, 1820, 64.6, M
LADDER BUTTE CALIFORNIA, Lassen, CA02, -121.297, 40.807, 5750, 59.7, M
LEO CARRILLO CALIFORNIA, Los Angeles, CA06, -118.936, 34.046, 50, 68.0, M
LOS GATOS CALIFORNIA, Santa Clara, CA04, -121.943, 37.203, 2000, 67.3, M
LOST HORSE CALIFORNIA, Riverside, CA07, -116.188, 34.018, 4200, 70.8, M
LINCOLN CALIFORNIA, Placer, CA02, -121.268, 38.883, 200, 71.9, M
LOWER KLAMATH CALIFORNIA, Siskiyou, CA01, -121.700, 41.999, 4098, 55.8, M
LOS PRIETOS CALIFORNIA, Santa Barbara, CA06, -119.783, 34.536, 1020, 73.1, M
LAS TABLAS CALIFORNIA, San Luis Obispo, CA04, -120.924, 35.656, 994, 68.4, M
LITTLE TUJUNGA CALIFORNIA, Los Angeles, CA06, -118.361, 34.294, 1390, 75.0, M
LYONS VALLEY CALIFORNIA, Lake, CA01, -123.074, 39.126, 3200, 64.3, M
LYTLE CREEK CALIFORNIA, San Bernardino, CA06, -117.480, 34.234, 2792, 74.4, M
MAD RIVER CALIFORNIA, Trinity, CA01, -123.524, 40.463, 2775, 62.1, M
MALIBU HILLS CALIFORNIA, Los Angeles, CA06, -118.633, 34.058, 1575, 76.1, M
MANZANITA LAKE CALIFORNIA, Shasta, CA02, -121.580, 40.540, 5660, 53.8, M
MILL CREEK (BDF) CALIFORNIA, San Bernardino, CA06, -117.035, 34.084, 2950, 76.7, M
MCGUIRES CALIFORNIA, Mendocino, CA01, -123.601, 39.353, 593, 61.6, M
MEANS LAKE CALIFORNIA, San Bernardino, CA07, -116.517, 34.391, 2900, 77.2, M
MENDOCINO PASS CALIFORNIA, Mendocino, CA01, -122.945, 39.808, 5420, 57.9, M
METCALF GAP CALIFORNIA, Madera, CA05, -119.768, 37.409, 3077, 73.8, M
MID HILLS CALIFORNIA, San Bernardino, CA07, -115.411, 35.123, 5413, 67.5, M
MILL CREEK (ANF) CALIFORNIA, Los Angeles, CA06, -118.082, 34.390, 5021, 69.4, M
MILO CALIFORNIA, Tulare, CA05, -118.869, 36.231, 1923, 75.5, M
MALLORY RIDGE CALIFORNIA, Contra Costa, CA05, -121.779, 37.817, 2040, 67.3, M
MONTECITO CALIFORNIA, Santa Barbara, CA06, -119.648, 34.461, 1500, 74.1, M
MODOC NWR CALIFORNIA, Modoc, CA02, -120.354, 41.459, 4380, 66.8, M
MOUNTAIN REST CALIFORNIA, Fresno, CA05, -119.371, 37.054, 4100, 69.8, M
MARKLEEVILLE CALIFORNIA, Alpine, CA03, -119.767, 38.683, 5501, 60.2, M
MT. SHASTA CALIFORNIA, Siskiyou, CA02, -122.316, 41.316, -, 60.1, M
MARIPOSA CALIFORNIA, Mariposa, CA05, -119.987, 37.504, 2231, 70.1, M
MT. DIABLO CALIFORNIA, Contra Costa, CA05, -121.914, 37.882, 3849, 62.5, M
MOUNT ZION CALIFORNIA, Amador, CA05, -120.651, 38.389, 2960, 69.9, M
NORTH FORK CALIFORNIA, Madera, CA05, -119.505, 37.233, 2720, 73.0, M
OAK KNOLL CALIFORNIA, Siskiyou, CA01, -122.850, 41.839, 1940, 64.3, M
OAK MOUNTAIN CALIFORNIA, Shasta, CA02, -121.983, 41.006, 1700, 67.9, M
OAK CREEK CALIFORNIA, Inyo, CA07, -118.259, 36.843, 4855, 72.3, M
OAK GROVE CALIFORNIA, San Diego, CA06, -116.795, 33.393, 2752, 71.9, M
OAKLAND NORTH CALIFORNIA, Contra Costa, CA04, -122.221, 37.865, 1403, 63.9, M
OAK OPENING CALIFORNIA, Tulare, CA05, -118.702, 36.175, 3240, 72.1, M
OAKLAND SOUTH CALIFORNIA, Alameda, CA04, -122.145, 37.786, 1095, 64.5, M
OPAL MOUNTAIN CALIFORNIA, San Bernardino, CA07, -117.176, 35.154, 3240, 77.3, M
OWENS CAMP LOC CALIFORNIA, El Dorado, CA02, -120.245, 38.733, 5240, 60.8, M
OWENS VALLEY CALIFORNIA, Inyo, CA07, -118.551, 37.390, 4640, 71.2, M
OZENA CALIFORNIA, Ventura, CA06, -119.354, 34.682, 3670, 69.5, M
PANAMINT CALIFORNIA, Inyo, CA07, -117.088, 36.120, 6880, 64.8, M
PARKFIELD CALIFORNIA, Monterey, CA04, -120.432, 35.899, 1535, 70.5, M
PATTY MOCUS CALIFORNIA, Tehama, CA02, -122.867, 40.295, 3500, 66.0, M
PINE HILLS CALIFORNIA, San Diego, CA06, -116.634, 33.016, -, 71.0, M
PIERCE CALIFORNIA, Plumas, CA02, -120.642, 40.246, 5700, 58.0, M
PINEHURST CALIFORNIA, Fresno, CA05, -119.000, 36.685, 4060, 70.1, M
PIKE COUNTY LOOKOUT CALIFORNIA, Yuba, CA02, -121.202, 39.475, 3714, 64.9, M
PILOT HILL CALIFORNIA, El Dorado, CA02, -121.009, 38.833, 1200, 68.4, M
PARK RIDGE CALIFORNIA, Tulare, CA05, -118.942, 36.724, 7540, 58.9, M
PINNACLES CALIFORNIA, San Benito, CA04, -121.147, 36.471, 1322, 71.3, M
POPPY PARK CALIFORNIA, Los Angeles, CA07, -118.383, 34.733, 2760, 76.2, M
POTRERO CALIFORNIA, San Diego, CA06, -116.609, 32.606, 2345, 71.1, M
POVERTY CALIFORNIA, Santa Clara, CA04, -121.771, 37.443, 2066, 64.2, M
PANOCHE ROAD CALIFORNIA, Fresno, CA05, -120.766, 36.727, 2032, 72.0, M
PULGAS CALIFORNIA, San Mateo, CA04, -122.298, 37.475, 644, 67.3, M
QUARTZ HILL CALIFORNIA, Siskiyou, CA01, -122.934, 41.599, 4225, 63.3, M
QUINCY RD CALIFORNIA, Plumas, CA02, -120.942, 39.973, 3500, 63.6, M
RAVENDALE CALIFORNIA, Lassen, CA03, -120.316, 40.731, 5298, 58.0, M
RANCHITA CALIFORNIA, San Diego, CA07, -116.497, 33.222, 4415, 71.6, M
READER RANCH CALIFORNIA, Nevada, CA02, -121.117, 39.304, 1968, 69.7, M
REDDING AIRPORT CALIFORNIA, Shasta, CA02, -122.291, 40.516, 500, 72.3, M
RICE VALLEY CALIFORNIA, Riverside, CA07, -114.732, 34.061, 820, 85.1, M
ROCK CREEK, Mono, CA07, -118.667, 37.551, 7040, 58.7, M
RODEO VALLEY, Mendocino, CA01, -123.321, 39.668, 2428, 64.1, M
ROSE VALLEY CALIFORNIA, Ventura, CA06, -119.184, 34.543, 3331, 64.7, M
ROUND MOUNTAIN, Siskiyou, CA02, -121.464, 41.427, 5258, 58.1, M
ROSE PEAK CALIFORNIA, Alameda, CA04, -121.735, 37.502, 3060, 63.6, M
RED BLUFF 2.4 NE, Tehama, CA02, -122.205, 40.194, 275, M, 0.62
COBB 0.8 S, Lake, CA02, -122.722, 38.826, 2515, M, 0.80
THOUSAND OAKS 2.7 NW, Ventura, CA06, -118.897, 34.222, 681, M, M
RANCHO CORDOVA 1.5 SE, Sacramento, CA02, -121.281, 38.580, 104, M, 0.39
ANDERSON 8.5 WNW, Shasta, CA02, -122.452, 40.475, 819, M, 1.36
STOCKTON 2.5 NE, San Joaquin, CA05, -121.366, 38.001, 1, M, 0.38
HALF MOON BAY 1.0 S, San Mateo, CA04, -122.438, 37.455, 65, M, 1.06
KING CITY 11.1 SSW, Monterey, CA04, -121.189, 36.060, 1354, M, 0.00
LAKE FOREST 1.0 S, Orange, CA06, -117.691, 33.632, 461, M, 0.00
SOLANA BEACH 1.5E, San Diego, CA06, -117.245, 32.991, 291, M, 0.01
RED BLUFF 5.7 W, Tehama, CA02, -122.346, 40.161, 490, M, 0.64
OAKLAND 1.0 NE, Alameda, CA04, -122.212, 37.782, 129, M, 0.60
CAMINO 2.0 WSW, El Dorado, CA02, -120.711, 38.734, 2910, M, 1.02
TRINIDAD 1.0 ENE, Humboldt, CA01, -124.124, 41.061, 287, M, 3.19
HYDESVILLE 11.4 NE, Humboldt, CA01, -123.924, 40.658, 2446, M, 5.99
SANTA CRUZ 6.3 NNE, Santa Cruz, CA04, -121.981, 37.057, 400, M, 0.75
MANTON 0.8 ENE, Tehama, CA02, -121.856, 40.438, 2113, M, 0.51
FLOURNOY 1.3 NE, Tehama, CA02, -122.415, 39.929, 533, M, 1.50
LOS MOLINOS 4.5 N, Tehama, CA02, -122.111, 40.092, 235, M, 0.55
TORRANCE 0.7 E, Los Angeles, CA06, -118.328, 33.834, 92, M, 0.00
NORCO 1.7 W, Riverside, CA06, -117.582, 33.925, 626, M, 0.00
DESCANSO 3.7 NNW, San Diego, CA06, -116.626, 32.906, 3278, M, 1.02
ESCONDIDO 0.8 NNE, San Diego, CA06, -117.066, 33.147, 734, M, 0.00
EL CAJON 2.8SE, San Diego, CA06, -116.920, 32.772, 686, M, 0.00
OCEANSIDE 8.1ENE, San Diego, CA06, -117.256, 33.250, 189, M, 0.00
OCEANSIDE 2.2ENE, San Diego, CA06, -117.344, 33.205, 241, M, 0.00
SAN DIEGO 2NNE, San Diego, CA06, -117.150, 32.744, 295, M, 0.00
VACAVILLE 7.2 WNW, Solano, CA02, -122.081, 38.415, 1427, M, 0.85
OROVILLE 4.6 ENE, Butte, CA02, -121.489, 39.531, 394, M, 0.84
MEADOW VALLEY 5.6 WSW, Plumas, CA02, -121.100, 39.919, 4438, M, 2.25
LOS MOLINOS 5.8 N, Tehama, CA02, -122.084, 40.111, 259, M, 0.24
WOODSIDE 3.4 S, San Mateo, CA04, -122.264, 37.375, 1592, M, 0.80
EL CERRITO 1.3 NW, Contra Costa, CA04, -122.316, 37.936, 258, M, 1.15
SAN ANSELMO 2.0 NNW, Marin, CA01, -122.580, 38.010, 204, M, 0.77
COTTONWOOD 3.2 WSW, Shasta, CA02, -122.339, 40.378, 460, M, 1.27
ADELANTO 3.1 S, San Bernardino, CA07, -117.433, 34.525, 3085, M, 0.05
CHICO 1.3 E, Butte, CA02, -121.782, 39.755, 362, M, 1.58
RIO VISTA 8.5 S, Sacramento, CA05, -121.703, 38.050, 5, M, M
REDDING 7.3 NE, Shasta, CA02, -122.255, 40.637, 682, M, 0.28
YUCCA VALLEY 1.1 SW, San Bernardino, CA07, -116.443, 34.100, 3628, M, 1.10
SAUSALITO 0.3 WNW, Marin, CA01, -122.497, 37.859, 159, M, 0.86
RUSH CREEK CALIFORNIA, Modoc, CA02, -120.864, 41.294, 4800, 59.3, M
RUTH CALIFORNIA, Trinity, CA01, -123.316, 40.251, 2732, 61.5, M
SACRAMENTO NWR CALIFORNIA, Glenn, CA02, -122.182, 39.417, 120, 70.7, M
SADDLEBACK BUTTE CALIFORNIA, Los Angeles, CA07, -117.821, 34.685, 2590, 74.8, M
SAUGUS CALIFORNIA, Los Angeles, CA06, -118.525, 34.425, 1450, 77.3, M
SAWYERS BAR CALIFORNIA, Siskiyou, CA01, -123.132, 41.300, 2192, 64.3, M
SANTA BARBARA ISLAND CALIFORNI, Santa Barbara, CA06, -119.033, 33.483, 176, 65.2, M
SANTA CRUZ ISLAND CALIFORNIA, Santa Barbara, CA06, -119.722, 33.996, 250, 69.5, M
SCORPION CALIFORNIA, Trinity, CA01, -122.697, 41.112, 4400, 67.6, M
SECRET TOWN CALIFORNIA, Nevada, CA02, -120.885, 39.184, 2826, 67.3, M
SANTA FE DAM CALIFORNIA, Los Angeles, CA06, -117.946, 34.121, 500, 78.4, M
SHAVER CALIFORNIA, Fresno, CA05, -119.256, 37.135, 5746, 57.7, M
SCHOOL HOUSE CALIFORNIA, Humboldt, CA01, -123.906, 41.138, 2640, 58.7, M
SHIP MTN. CALIFORNIA, Del Norte, CA01, -123.792, 41.736, 5300, 53.8, M
SHADEQUARTER CALIFORNIA, Tulare, CA05, -118.956, 36.567, 4069, 70.0, M
SIMS CALIFORNIA, Shasta, CA02, -122.373, 41.075, 2400, 69.4, M
SLATER BUTTE CALIFORNIA, Siskiyou, CA01, -123.352, 41.859, 4670, 60.1, M
SAN MIGUEL CALIFORNIA, San Diego, CA06, -116.974, 32.685, 425, 73.1, M
SAN LUIS NWR CALIFORNIA, Merced, CA05, -120.794, 37.182, 65, 70.8, M
SANTA RITA CALIFORNIA, San Benito, CA05, -120.598, 36.348, 5000, 65.4, M
SOLDIER MOUNTAIN CALIFORNIA, Shasta, CA02, -121.586, 40.926, 3710, 64.1, M
SQUAW SPRINGS CALIFORNIA, San Bernardino, CA07, -117.568, 35.370, 3620, 76.3, M
SQUAW LAKE CALIFORNIA, Imperial, CA07, -114.494, 32.908, 300, 88.6, M
MCOLF CAMP PENDLETON RED BEACH AIRPORT, San Diego, -, -117.456, 33.286, 89, -2.7, T
CAMPO ASOS, San Diego, CA07, -116.468, 32.626, 2641, 69.7, 1.51
Burbank Glendale Pasadena Area, -, -, -, -, -, 78.2, T
Camarillo Area, -, -, -, -, -, 68.4, 0.00
Needles Area, -, -, -, -, -, 86.3, 0.26
Oxnard Area, -, -, -, -, -, 67.8, 0.00
Palm Springs Area, -, -, -, -, -, 87.0, 0.03
Riverside Area, -, -, -, -, -, 77.9, 0.00
Ramona Area, -, -, -, -, -, 71.6, 0.00
Northern CA 8 Station Index, -, -, -, -, -, M, 1.48
San Joaquin 5 Station Index, -, -, -, -, -, M, 0.30
Tulare 6 Station Index, -, -, -, -, -, M, 0.04
SMARTSVILLE 2.4 S, Yuba, CA02, -121.291, 39.173, 859, M, 0.82
Crescent City Area, -, -, -, -, -, 58.1, 4.81
Escondido Area, -, -, -, -, -, 75.7, 0.00
Sacramento Downtown Area, -, -, -, -, -, 72.6, 0.55
Tahoe City Area, -, -, -, -, -, 56.0, 0.62
Ukiah Area, -, -, -, -, -, 67.8, 0.55
Alturas Area, -, -, -, -, -, 58.1, 0.51
Mount Shasta Area, -, -, -, -, -, 60.8, 1.71
Palmdale Area, -, -, -, -, -, 75.9, T
Lancaster Area, -, -, -, -, -, 74.6, T
El Cajon Area, -, -, -, -, -, 74.7, 0.00
Hanford Area, -, -, -, -, -, 74.9, 0.01
El Centro Area, -, -, -, -, -, 85.9, 0.53
Madera Area, -, -, -, -, -, 72.6, 0.27
Merced Area, -, -, -, -, -, 73.1, T
San Jose Area, -, -, -, -, -, 68.2, 0.66
SANTA ROSA ISLAND CALIFORNIA, Santa Barbara, CA06, -120.078, 33.978, 1298, 62.5, M
SANTA ROSA PLATEAU CALIFORNIA, Riverside, CA06, -117.231, 33.529, 1980, 74.3, M
SANTA ROSA CALIFORNIA, Sonoma, CA01, -122.712, 38.479, 576, 66.8, M
STAMPEDE CALIFORNIA, Sierra, CA03, -120.075, 39.483, 6867, 56.6, M
STONYFORD CALIFORNIA, Colusa, CA02, -122.575, 39.367, 1200, 70.0, M
SUGARLOAF (SHF) CALIFORNIA, Shasta, CA02, -122.438, 40.917, 4200, 74.1, M
SPRING VALLEY CALIFORNIA, San Mateo, CA04, -122.436, 37.563, 1075, 61.6, M
TANBARK CALIFORNIA, Los Angeles, CA06, -117.761, 34.207, 2600, 74.7, M
TEMESCAL (LPF) CALIFORNIA, Ventura, CA06, -118.756, 34.481, 1140, 74.6, M
THOMES CREEK CALIFORNIA, Tehama, CA02, -122.610, 39.864, 1040, 73.6, M
TIMBER MOUNTAIN CALIFORNIA, Modoc, CA01, -121.298, 41.629, 4960, 59.2, M
MOUNT TOM CALIFORNIA, Fresno, CA05, -119.178, 37.376, 9018, 53.4, M
LAS TRAMPAS CALIFORNIA, Contra Costa, CA04, -122.067, 37.834, 1760, 66.3, M
TRINITY CAMP CALIFORNIA, Trinity, CA01, -122.804, 40.786, 3308, 63.6, M
TRIMMER CALIFORNIA, Fresno, CA05, -119.305, 36.911, 1540, 75.2, M
UHL / HOT SPRINGS, Tulare, CA05, -118.633, 35.889, 3720, 69.0, M
UNDERWOOD CALIFORNIA, Trinity, CA01, -123.495, 40.722, 2600, 63.8, M
VALLEY CENTER CALIFORNIA, San Diego, CA06, -117.009, 33.237, 1483, 74.0, M
VAN BREMMER CALIFORNIA, Siskiyou, CA01, -121.794, 41.643, 4928, 58.6, M
VALYERMO CALIFORNIA, Los Angeles, CA07, -117.851, 34.446, 3780, 71.5, M
VANDENBERG CALIFORNIA, Santa Barbara, CA06, -120.486, 34.759, 1050, 64.1, M
WALKER CALIFORNIA, Mono, CA03, -119.459, 38.565, 5440, 66.2, M
WALKER PASS CALIFORNIA, Kern, CA05, -118.057, 35.665, 5572, 69.7, M
WARM SPRINGS CALIFORNIA, Los Angeles, CA06, -118.579, 34.596, 4930, 74.4, M
WEED AIRPORT CALIFORNIA, Siskiyou, CA01, -122.454, 41.479, 2930, 63.5, M
WESTWOOD CALIFORNIA, Lassen, CA02, -120.900, 40.307, 5800, 58.1, M
WHITE CLOUD CALIFORNIA, Nevada, CA02, -120.837, 39.317, 4320, 65.4, M
WHITTIER HILLS CALIFORNIA, Los Angeles, CA06, -118.010, 33.984, 950, 75.2, M
WHITMORE CALIFORNIA, Shasta, CA02, -121.899, 40.619, 2417, 68.7, M
WILEY RIDGE CALIFORNIA, Ventura, CA06, -118.841, 34.372, 1645, 74.6, M
WOFFORD HEIGHTS CALIFORNIA, Kern, CA05, -118.499, 35.722, 3150, 71.5, M
WOLVERTON CALIFORNIA, Tulare, CA05, -118.703, 36.445, 5240, 68.9, M
WOODACRE CALIFORNIA, Marin, CA01, -122.645, 37.991, 1400, 65.5, M
WHITAKER PEAK CALIFORNIA, Los Angeles, CA06, -118.740, 34.569, 4120, 72.7, M
WHITE WOLF CALIFORNIA, Tuolumne, CA05, -119.650, 37.851, 8025, 53.6, M
YOLLA BOLLA CALIFORNIA, Trinity, CA01, -123.066, 40.338, 4524, 62.9, M
YUCCA VALLEY CALIFORNIA, San Bernardino, CA07, -116.408, 34.123, 3260, 74.7, M
YUROK CALIFORNIA, Humboldt, CA01, -123.857, 41.290, 495, 66.4, M
HAGAN'S MEADOW, El Dorado, CA03, -119.940, 38.850, 7776, 51.1, 0.90
BLUE LAKES, Alpine, CA05, -119.920, 38.610, 8057, 51.5, 0.40
POISON FLAT, Alpine, CA03, -119.630, 38.510, 7736, 50.8, 0.90
SONORA PASS, Mono, CA03, -119.600, 38.310, 8827, 50.4, 0.70
LEAVITT MEADOWS, Mono, CA03, -119.550, 38.300, 7198, 54.0, 0.80
VIRGINIA LAKES RIDGE, Mono, CA03, -119.230, 38.070, 9445, 50.8, 1.10
LOBDELL LAKE, Mono, CA03, -119.370, 38.440, 9233, 49.4, 0.60
EBBETTS PASS, Alpine, CA03, -119.800, 38.550, 8765, 51.0, 0.80
HEAVENLY VALLEY, El Dorado, CA03, -119.920, 38.920, 8582, 49.9, 0.90
LEAVITT LAKE, Mono, CA03, -119.610, 38.280, 9617, 48.4, 1.20
SPRATT CREEK, Alpine, CA03, -119.820, 38.670, 6115, 57.9, 0.60
MONITOR PASS, Alpine, CA03, -119.610, 38.670, 8310, 52.9, 0.50
BURNSIDE LAKE, Alpine, CA03, -119.890, 38.720, 8129, 48.9, 0.80
SUMMIT MEADOW, Mono, CA03, -119.540, 38.400, 9313, 49.3, 0.40
