ame, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
LOST HORSE CALIFORNIA, Riverside, CA07, -116.188, 34.018, 4200, 44.8, M
LINCOLN CALIFORNIA, Placer, CA02, -121.268, 38.883, 200, 50.7, M
LOWER KLAMATH CALIFORNIA, Siskiyou, CA01, -121.700, 41.999, 4098, 35.9, M
LOS PRIETOS CALIFORNIA, Santa Barbara, CA06, -119.783, 34.536, 1020, 51.8, M
LAS FLORES CALIFORNIA, San Diego, CA06, -117.439, 33.289, 100, 56.5, M
LAS TABLAS CALIFORNIA, San Luis Obispo, CA04, -120.924, 35.656, 994, 48.1, M
LITTLE TUJUNGA CALIFORNIA, Los Angeles, CA06, -118.361, 34.294, 1390, 53.6, M
LYONS VALLEY CALIFORNIA, Lake, CA01, -123.074, 39.126, 3200, 40.7, M
LYTLE CREEK CALIFORNIA, San Bernardino, CA06, -117.480, 34.234, 2792, 49.4, M
MAD RIVER CALIFORNIA, Trinity, CA01, -123.524, 40.463, 2775, 41.9, M
MALIBU HILLS CALIFORNIA, Los Angeles, CA06, -118.633, 34.058, 1575, 56.5, M
MANZANITA LAKE CALIFORNIA, Shasta, CA02, -121.580, 40.540, 5660, 33.8, M
MARIPOSA GROVE CALIFORNIA, Mariposa, CA05, -119.605, 37.513, 6400, 37.7, M
MILL CREEK (BDF) CALIFORNIA, San Bernardino, CA06, -117.035, 34.084, 2950, 50.9, M
MCGUIRES CALIFORNIA, Mendocino, CA01, -123.601, 39.353, 593, 48.5, M
MEANS LAKE CALIFORNIA, San Bernardino, CA07, -116.517, 34.391, 2900, 49.0, M
METCALF GAP CALIFORNIA, Madera, CA05, -119.768, 37.409, 3077, 46.3, M
MEYERS CALIFORNIA, El Dorado, CA03, -120.018, 38.849, 6310, 32.2, M
MID HILLS CALIFORNIA, San Bernardino, CA07, -115.411, 35.123, 5413, 40.9, M
MILL CREEK (ANF) CALIFORNIA, Los Angeles, CA06, -118.082, 34.390, 5021, 41.9, M
MILO CALIFORNIA, Tulare, CA05, -118.869, 36.231, 1923, 49.8, M
MALLORY RIDGE CALIFORNIA, Contra Costa, CA05, -121.779, 37.817, 2040, 46.4, M
MONTECITO CALIFORNIA, Santa Barbara, CA06, -119.648, 34.461, 1500, 55.1, M
MODOC NWR CALIFORNIA, Modoc, CA02, -120.354, 41.459, 4380, 36.1, M
MOJAVE RIVER SINK CALIFORNIA, San Bernardino, CA07, -116.079, 35.053, 950, 52.8, M
MORMON ROCK CALIFORNIA, San Bernardino, CA06, -117.502, 34.318, 3300, 47.5, M
MOUNTAIN REST CALIFORNIA, Fresno, CA05, -119.371, 37.054, 4100, 43.4, M
MARKLEEVILLE CALIFORNIA, Alpine, CA03, -119.767, 38.683, 5501, 34.8, M
MT. SHASTA CALIFORNIA, Siskiyou, CA02, -122.316, 41.316, -, 38.7, M
MARIPOSA CALIFORNIA, Mariposa, CA05, -119.987, 37.504, 2231, 46.0, M
MT. DIABLO CALIFORNIA, Contra Costa, CA05, -121.914, 37.882, 3849, 40.7, M
MOUNT ZION CALIFORNIA, Amador, CA05, -120.651, 38.389, 2960, 45.2, M
NORTH FORK CALIFORNIA, Madera, CA05, -119.505, 37.233, 2720, 45.0, M
OAK BOTTOM CALIFORNIA, Shasta, CA02, -122.606, 40.651, 1326, 45.6, M
OAK KNOLL CALIFORNIA, Siskiyou, CA01, -122.850, 41.839, 1940, 42.8, M
OAK MOUNTAIN CALIFORNIA, Shasta, CA02, -121.983, 41.006, 1700, 42.9, M
OAK CREEK CALIFORNIA, Inyo, CA07, -118.259, 36.843, 4855, 42.9, M
OJAI CALIFORNIA, Ventura, CA06, -119.230, 34.448, 765, 51.1, M
OAK GROVE CALIFORNIA, San Diego, CA06, -116.795, 33.393, 2752, 49.7, M
OAKLAND NORTH CALIFORNIA, Contra Costa, CA04, -122.221, 37.865, 1403, 47.9, M
OAK OPENING CALIFORNIA, Tulare, CA05, -118.702, 36.175, 3240, 47.1, M
OPAL MOUNTAIN CALIFORNIA, San Bernardino, CA07, -117.176, 35.154, 3240, 48.4, M
OWENS CAMP LOC CALIFORNIA, El Dorado, CA02, -120.245, 38.733, 5240, 37.9, M
OWENS VALLEY CALIFORNIA, Inyo, CA07, -118.551, 37.390, 4640, 42.8, M
OZENA CALIFORNIA, Ventura, CA06, -119.354, 34.682, 3670, 44.8, M
PANAMINT CALIFORNIA, Inyo, CA07, -117.088, 36.120, 6880, 37.3, M
PARKFIELD CALIFORNIA, Monterey, CA04, -120.432, 35.899, 1535, 48.0, M
PATTY MOCUS CALIFORNIA, Tehama, CA02, -122.867, 40.295, 3500, 40.1, M
PINE HILLS CALIFORNIA, San Diego, CA06, -116.634, 33.016, -, 47.6, M
PIERCE CALIFORNIA, Plumas, CA02, -120.642, 40.246, 5700, 34.4, M
PINEHURST CALIFORNIA, Fresno, CA05, -119.000, 36.685, 4060, 43.2, M
PIKE COUNTY LOOKOUT CALIFORNIA, Yuba, CA02, -121.202, 39.475, 3714, 42.4, M
PILOT HILL CALIFORNIA, El Dorado, CA02, -121.009, 38.833, 1200, 47.8, M
PIRU CALIFORNIA, Ventura, CA06, -118.810, 34.404, 614, 53.6, M
PARK RIDGE CALIFORNIA, Tulare, CA05, -118.942, 36.724, 7540, 36.3, M
PINNACLES CALIFORNIA, San Benito, CA04, -121.147, 36.471, 1322, 50.3, M
POPPY PARK CALIFORNIA, Los Angeles, CA07, -118.383, 34.733, 2760, 46.3, M
POTRERO CALIFORNIA, San Diego, CA06, -116.609, 32.606, 2345, 50.2, M
POVERTY CALIFORNIA, Santa Clara, CA04, -121.771, 37.443, 2066, 48.0, M
PANOCHE ROAD CALIFORNIA, Fresno, CA05, -120.766, 36.727, 2032, 49.2, M
PULGAS CALIFORNIA, San Mateo, CA04, -122.298, 37.475, 644, 51.4, M
QUARTZ HILL CALIFORNIA, Siskiyou, CA01, -122.934, 41.599, 4225, 39.1, M
QUINCY RD CALIFORNIA, Plumas, CA02, -120.942, 39.973, 3500, 39.5, M
RAVENDALE CALIFORNIA, Lassen, CA03, -120.316, 40.731, 5298, 34.1, M
RANCHITA CALIFORNIA, San Diego, CA07, -116.497, 33.222, 4415, 45.7, M
READER RANCH CALIFORNIA, Nevada, CA02, -121.117, 39.304, 1968, 47.8, M
REDDING AIRPORT CALIFORNIA, Shasta, CA02, -122.291, 40.516, 500, 47.9, M
RICE VALLEY CALIFORNIA, Riverside, CA07, -114.732, 34.061, 820, 55.4, M
WOODSIDE 3.4 S, San Mateo, CA04, -122.264, 37.375, 1592, M, 25.27
ADELANTO 3.1 S, San Bernardino, CA07, -117.433, 34.525, 3085, M, 1.24
RIO VISTA 8.5 S, Sacramento, CA05, -121.703, 38.050, 5, M, 0.00
ROCK CREEK, Mono, CA07, -118.667, 37.551, 7040, 32.5, M
RODEO VALLEY, Mendocino, CA01, -123.321, 39.668, 2428, 43.3, M
ROSE VALLEY CALIFORNIA, Ventura, CA06, -119.184, 34.543, 3331, 41.8, M
ROUND MOUNTAIN, Siskiyou, CA02, -121.464, 41.427, 5258, 34.1, M
ROSE PEAK CALIFORNIA, Alameda, CA04, -121.735, 37.502, 3060, 43.0, M
RUSH CREEK CALIFORNIA, Modoc, CA02, -120.864, 41.294, 4800, 34.9, M
RUTH CALIFORNIA, Trinity, CA01, -123.316, 40.251, 2732, 40.8, M
SACRAMENTO NWR CALIFORNIA, Glenn, CA02, -122.182, 39.417, 120, 50.8, M
SADDLEBACK BUTTE CALIFORNIA, Los Angeles, CA07, -117.821, 34.685, 2590, 45.9, M
SAUGUS CALIFORNIA, Los Angeles, CA06, -118.525, 34.425, 1450, 52.9, M
SAWYERS BAR CALIFORNIA, Siskiyou, CA01, -123.132, 41.300, 2192, 42.7, M
SANTA BARBARA ISLAND CALIFORNI, Santa Barbara, CA06, -119.033, 33.483, 176, 55.7, M
SANTA CRUZ ISLAND CALIFORNIA, Santa Barbara, CA06, -119.722, 33.996, 250, 54.1, M
SCORPION CALIFORNIA, Trinity, CA01, -122.697, 41.112, 4400, 40.5, M
SODA CREEK CALIFORNIA, Lake, CA01, -122.977, 39.425, 1773, 43.1, M
SADDLEBACK CALIFORNIA, Sierra, CA02, -120.865, 39.638, 6670, 34.5, M
SECRET TOWN CALIFORNIA, Nevada, CA02, -120.885, 39.184, 2826, 45.0, M
SANTA FE DAM CALIFORNIA, Los Angeles, CA06, -117.946, 34.121, 500, 58.6, M
SHAVER CALIFORNIA, Fresno, CA05, -119.256, 37.135, 5746, 34.7, M
SCHOOL HOUSE CALIFORNIA, Humboldt, CA01, -123.906, 41.138, 2640, 41.3, M
SHIP MTN. CALIFORNIA, Del Norte, CA01, -123.792, 41.736, 5300, 34.8, M
SHADEQUARTER CALIFORNIA, Tulare, CA05, -118.956, 36.567, 4069, 43.3, M
SIMS CALIFORNIA, Shasta, CA02, -122.373, 41.075, 2400, 42.5, M
SIMI VALLEY CALIFORNIA, Ventura, CA06, -118.814, 34.291, 914, 54.8, M
SAN MIGUEL CALIFORNIA, San Diego, CA06, -116.974, 32.685, 425, 57.7, M
SAN LUIS NWR CALIFORNIA, Merced, CA05, -120.794, 37.182, 65, 51.4, M
SANTA RITA CALIFORNIA, San Benito, CA05, -120.598, 36.348, 5000, 39.6, M
SOLDIER MOUNTAIN CALIFORNIA, Shasta, CA02, -121.586, 40.926, 3710, 40.6, M
SOMES BAR CALIFORNIA, Siskiyou, CA01, -123.496, 41.390, 920, 45.0, M
SQUAW SPRINGS CALIFORNIA, San Bernardino, CA07, -117.568, 35.370, 3620, 47.2, M
SQUAW LAKE CALIFORNIA, Imperial, CA07, -114.494, 32.908, 300, 61.7, M
SANTA ROSA ISLAND CALIFORNIA, Santa Barbara, CA06, -120.078, 33.978, 1298, 51.5, M
SANTA ROSA PLATEAU CALIFORNIA, Riverside, CA06, -117.231, 33.529, 1980, 52.6, M
SANTA ROSA CALIFORNIA, Sonoma, CA01, -122.712, 38.479, 576, 50.4, M
STAMPEDE CALIFORNIA, Sierra, CA03, -120.075, 39.483, 6867, 33.3, M
STONYFORD CALIFORNIA, Colusa, CA02, -122.575, 39.367, 1200, 46.5, M
SUGARLOAF (SHF) CALIFORNIA, Shasta, CA02, -122.438, 40.917, 4200, 41.8, M
TALEGA CALIFORNIA, San Diego, CA06, -117.486, 33.478, 1203, 57.5, M
TANBARK CALIFORNIA, Los Angeles, CA06, -117.761, 34.207, 2600, 50.3, M
TARGET RANGE CALIFORNIA, San Diego, CA06, -117.359, 33.372, 918, 56.9, M
TEMESCAL (LPF) CALIFORNIA, Ventura, CA06, -118.756, 34.481, 1140, 52.6, M
THOMES CREEK CALIFORNIA, Tehama, CA02, -122.610, 39.864, 1040, 49.8, M
THOUSAND OAKS CALIFORNIA, Ventura, CA06, -118.870, 34.210, 795, 52.9, M
TIMBER MOUNTAIN CALIFORNIA, Modoc, CA01, -121.298, 41.629, 4960, 34.8, M
TEMESCAL (CNF) CALIFORNIA, Riverside, CA06, -117.483, 33.763, 1125, 54.7, M
MOUNT TOM CALIFORNIA, Fresno, CA05, -119.178, 37.376, 9018, 28.5, M
LAS TRAMPAS CALIFORNIA, Contra Costa, CA04, -122.067, 37.834, 1760, 46.8, M
TRINITY CAMP CALIFORNIA, Trinity, CA01, -122.804, 40.786, 3308, 39.6, M
TRIMMER CALIFORNIA, Fresno, CA05, -119.305, 36.911, 1540, 48.2, M
GAYLOR MEADOW CALIFORNIA, Tuolumne, CA05, -119.318, 37.868, 9270, 23.8, M
UHL / HOT SPRINGS, Tulare, CA05, -118.633, 35.889, 3720, 44.4, M
UNDERWOOD CALIFORNIA, Trinity, CA01, -123.495, 40.722, 2600, 42.1, M
VALLEY CENTER CALIFORNIA, San Diego, CA06, -117.009, 33.237, 1483, 53.7, M
VAN BREMMER CALIFORNIA, Siskiyou, CA01, -121.794, 41.643, 4928, 35.9, M
VALYERMO CALIFORNIA, Los Angeles, CA07, -117.851, 34.446, 3780, 44.3, M
VANDENBERG CALIFORNIA, Santa Barbara, CA06, -120.486, 34.759, 1050, 53.2, M
WALKER CALIFORNIA, Mono, CA03, -119.459, 38.565, 5440, 39.4, M
WALKER PASS CALIFORNIA, Kern, CA05, -118.057, 35.665, 5572, 41.6, M
WARM SPRINGS CALIFORNIA, Los Angeles, CA06, -118.579, 34.596, 4930, 44.7, M
WEED AIRPORT CALIFORNIA, Siskiyou, CA01, -122.454, 41.479, 2930, 39.6, M
WESTWOOD CALIFORNIA, Lassen, CA02, -120.900, 40.307, 5800, 33.2, M
WHITE CLOUD CALIFORNIA, Nevada, CA02, -120.837, 39.317, 4320, 41.5, M
WHITTIER HILLS CALIFORNIA, Los Angeles, CA06, -118.010, 33.984, 950, 57.8, M
WHITMORE CALIFORNIA, Shasta, CA02, -121.899, 40.619, 2417, 44.5, M
WILEY RIDGE CALIFORNIA, Ventura, CA06, -118.841, 34.372, 1645, 52.9, M
WOFFORD HEIGHTS CALIFORNIA, Kern, CA05, -118.499, 35.722, 3150, 44.6, M
WOLVERTON CALIFORNIA, Tulare, CA05, -118.703, 36.445, 5240, 42.5, M
WOODACRE CALIFORNIA, Marin, CA01, -122.645, 37.991, 1400, 47.7, M
WHITAKER PEAK CALIFORNIA, Los Angeles, CA06, -118.740, 34.569, 4120, 45.5, M
WHITE WOLF CALIFORNIA, Tuolumne, CA05, -119.650, 37.851, 8025, 30.8, M
YOLLA BOLLA CALIFORNIA, Trinity, CA01, -123.066, 40.338, 4524, 37.3, M
YUCCA VALLEY CALIFORNIA, San Bernardino, CA07, -116.408, 34.123, 3260, 47.2, M
YUROK CALIFORNIA, Humboldt, CA01, -123.857, 41.290, 495, 53.9, M
HAGAN'S MEADOW, El Dorado, CA03, -119.940, 38.850, 7776, 29.9, 3.70
BLUE LAKES, Alpine, CA05, -119.920, 38.610, 8057, 26.1, 8.40
POISON FLAT, Alpine, CA03, -119.630, 38.510, 7736, 28.9, 4.40
SONORA PASS, Mono, CA03, -119.600, 38.310, 8827, 27.4, 6.20
LEAVITT MEADOWS, Mono, CA03, -119.550, 38.300, 7198, 32.0, 5.20
VIRGINIA LAKES RIDGE, Mono, CA03, -119.230, 38.070, 9445, 27.1, 4.30
LOBDELL LAKE, Mono, CA03, -119.370, 38.440, 9233, 26.4, 2.40
EBBETTS PASS, Alpine, CA03, -119.800, 38.550, 8765, 28.6, 10.50
HEAVENLY VALLEY, El Dorado, CA03, -119.920, 38.920, 8582, 28.1, 3.90
LEAVITT LAKE, Mono, CA03, -119.610, 38.280, 9617, 26.2, 11.20
SPRATT CREEK, Alpine, CA03, -119.820, 38.670, 6115, 34.7, 4.00
MONITOR PASS, Alpine, CA03, -119.610, 38.670, 8310, 29.9, 2.50
BURNSIDE LAKE, Alpine, CA03, -119.890, 38.720, 8129, 25.7, 7.20
SUMMIT MEADOW, Mono, CA03, -119.540, 38.400, 9313, 26.3, 4.90
FORESTDALE CREEK, Alpine, CA03, -119.960, 38.680, 8017, 29.9, 8.80
HORSE MEADOW, Alpine, CA03, -119.890, 38.840, 8557, 28.7, 3.80
CARSON PASS, Alpine, CA02, -119.990, 38.690, 8353, 28.2, 8.80
CROWDER FLAT, Modoc, CA01, -120.750, 41.890, 5170, 34.2, 1.60
CEDAR PASS, Modoc, CA02, -120.300, 41.580, 7030, 30.7, 3.10
DISMAL SWAMP, Modoc, CA03, -120.180, 41.990, 7360, 27.5, 6.30
THOUSAND PALMS 0.7 W, Riverside, CA07, -116.398, 33.821, 254, M, 1.12
PETALUMA 1.8 WSW, Sonoma, CA01, -122.656, 38.233, 157, M, 8.12
ADIN MTN, Modoc, CA02, -120.790, 41.240, 6190, 31.5, 3.40
INDEPENDENCE CREEK, Sierra, CA03, -120.280, 39.490, 6456, 31.3, 5.60
INDEPENDENCE CAMP, Sierra, CA03, -120.290, 39.450, 7003, 31.0, 4.80
INDEPENDENCE LAKE, Nevada, CA03, -120.310, 39.430, 8352, 28.5, 11.10
TRUCKEE #2, Placer, CA03, -120.180, 39.300, 6509, 33.7, 6.10
WARD CREEK #3, Placer, CA03, -120.220, 39.140, 6655, 32.1, 12.20
TAHOE CITY CROSS, Placer, CA03, -120.150, 39.170, 6797, 33.4, 6.70
SQUAW VALLEY G.C., Placer, CA03, -120.260, 39.190, 8029, 29.9, 9.80
CSS LAB, Nevada, CA02, -120.370, 39.330, 6855, 31.2, 14.20
RUBICON #2, El Dorado, CA03, -120.130, 39.000, 7689, 31.2, 5.50
ECHO PEAK, El Dorado, CA03, -120.080, 38.850, 7670, 31.6, 8.50
FALLEN LEAF, El Dorado, CA03, -120.050, 38.930, 6236, 33.1, 3.40
CAMPO ASOS, San Diego, CA07, -116.468, 32.626, 2641, 46.5, 2.84
Burbank Glendale Pasadena Area, -, -, -, -, -, 55.2, 5.54
Camarillo Area, -, -, -, -, -, 53.3, 2.93
Needles Area, -, -, -, -, -, 56.6, 0.93
Oxnard Area, -, -, -, -, -, 55.4, 4.63
Palm Springs Area, -, -, -, -, -, 57.9, 1.09
Riverside Area, -, -, -, -, -, 54.5, 2.92
Ramona Area, -, -, -, -, -, 50.0, 4.15
Northern CA 8 Station Index, -, -, -, -, -, M, 11.95
San Joaquin 5 Station Index, -, -, -, -, -, M, 8.00
Crescent City Area, -, -, -, -, -, 47.4, 9.05
Escondido Area, -, -, -, -, -, M, M
Sacramento Downtown Area, -, -, -, -, -, 51.9, 5.06
Tahoe City Area, -, -, -, -, -, 29.2, 4.39
Ukiah Area, -, -, -, -, -, 47.1, 8.65
Alturas Area, -, -, -, -, -, 35.1, 0.76
Mount Shasta Area, -, -, -, -, -, 37.2, 9.02
Palmdale Area, -, -, -, -, -, 46.9, 2.33
Lancaster Area, -, -, -, -, -, 46.2, 2.38
El Cajon Area, -, -, -, -, -, 55.8, 3.54
Hanford Area, -, -, -, -, -, 49.6, 1.44
El Centro Area, -, -, -, -, -, 58.9, 0.37
Madera Area, -, -, -, -, -, 50.7, 2.51
Merced Area, -, -, -, -, -, 49.8, 2.17
San Jose Area, -, -, -, -, -, 52.7, 5.16
